stock_id,stock_name,reason,category,start_date,end_date
1102,亞泥,除息,股利發放,111.07.22,111.07.27
1104,環泥,除息,股利發放,111.07.20,111.07.25
1201,味全,除息,股利發放,111.07.20,111.07.25
1304,台聚,除息,股利發放,111.07.22,111.07.27
1305,華夏,除息,股利發放,111.07.22,111.07.27
1308,亞聚,除息,股利發放,111.07.22,111.07.27
1309,台達化,除權息,股利發放,111.07.22,111.07.27
1402,遠東新,除息,股利發放,111.07.22,111.07.27
1434,福懋,除息,股利發放,111.07.20,111.07.25
1436,華友聯,除息,股利發放,111.07.20,111.07.25
1470,大統新創,除息,股利發放,111.07.22,111.07.27
1473,台南,除息,股利發放,111.07.22,111.07.27
1519,華城,除息,股利發放,111.07.25,111.07.28
1525,江申,除息,股利發放,111.07.22,111.07.27
1558,伸興,除息,股利發放,111.07.22,111.07.27
1617,榮星,除息,股利發放,111.07.22,111.07.27
1717,長興,除息,股利發放,111.07.22,111.07.27
1720,生達,除息,股利發放,111.07.22,111.07.27
1730,花仙子,除息,股利發放,111.07.22,111.07.27
1809,中釉,除息,股利發放,111.07.20,111.07.25
1810,和成,除息,股利發放,111.07.21,111.07.26
2002,中鋼,除息,股利發放,111.07.20,111.07.25
2014,中鴻,除息,股利發放,111.07.20,111.07.25
2228,劍麟,除息,股利發放,111.07.22,111.07.27
2233,宇隆,除息,股利發放,111.07.25,111.07.28
2250,IKKA-KY,除息,股利發放,111.07.22,111.07.27
2332,友訊,除息,股利發放,111.07.21,111.07.26
2352,佳世達,除息,股利發放,111.07.22,111.07.27
2355,敬鵬,除息,股利發放,111.07.20,111.07.25
2357,華碩,除息,股利發放,111.07.25,111.07.28
2402,毅嘉,除息,股利發放,111.07.25,111.07.28
2431,聯昌,除息,股利發放,111.07.22,111.07.27
2511,太子,除息,股利發放,111.07.22,111.07.27
2836,高雄銀,除權息,股利發放,111.07.22,111.07.27
2881,富邦金,除息,股利發放,111.07.21,111.07.26
2884,玉山金,除權息,股利發放,111.07.22,111.07.27
3094,聯傑,除息,股利發放,111.07.21,111.07.26
3189,景碩,除息,股利發放,111.07.22,111.07.27
3311,閎暉,除息,股利發放,111.07.25,111.07.28
3406,玉晶光,除息,股利發放,111.07.21,111.07.26
3432,台端,除息,股利發放,111.07.25,111.07.28
3454,晶睿,除息,股利發放,111.07.22,111.07.27
3545,敦泰,除息,股利發放,111.07.22,111.07.27
3588,通嘉,除權息,股利發放,111.07.25,111.07.28
4137,麗豐-KY,除息,股利發放,111.07.21,111.07.26
4551,智伸科,除息,股利發放,111.07.22,111.07.27
4566,時碩工業,除息,股利發放,111.07.22,111.07.27
4746,台耀,除息,股利發放,111.07.21,111.07.26
4935,茂林-KY,除息,股利發放,111.07.20,111.07.25
4968,立積,現金增資,資本活動,111.07.20,111.07.25
4989,榮科,除息,股利發放,111.07.22,111.07.27
5706,鳳凰,除權息,股利發放,111.07.25,111.07.28
6177,達麗,除息,股利發放,111.07.21,111.07.26
6239,力成,除息,股利發放,111.07.25,111.07.28
6277,宏正,除息,股利發放,111.07.25,111.07.28
6414,樺漢,除息,股利發放,111.07.25,111.07.28
6442,光聖,除息,股利發放,111.07.21,111.07.26
6451,訊芯-KY,除息,股利發放,111.07.21,111.07.26
6464,台數科,除權息,股利發放,111.07.21,111.07.26
6706,惠特,除息,股利發放,111.07.22,111.07.27
8411,福貞-KY,除息,股利發放,111.07.20,111.07.25
9908,大台北,除息,股利發放,111.07.25,111.07.28
9925,新保,除息,股利發放,111.07.20,111.07.25
9926,新海,除息,股利發放,111.07.20,111.07.25
9937,全國,除息,股利發放,111.07.20,111.07.25
9941,裕融,除權息,股利發放,111.07.20,111.07.25
9941,裕融,現金增資,資本活動,111.07.20,111.07.25
